type,entity,text
batting,FA Allen,"IPL batting stats for FA Allen: 14 total runs, 19 balls faced, 2 dismissals, strike rate 73.68, batting average 7.00."
batting,FH Allen,"IPL batting stats for FH Allen: 349 total runs, 163 balls faced, 10 dismissals, strike rate 214.11, batting average 34.90."
batting,FH Edwards,"IPL batting stats for FH Edwards: 4 total runs, 5 balls faced, 1 dismissals, strike rate 80.00, batting average 4.00."
batting,FY Fazal,"IPL batting stats for FY Fazal: 183 total runs, 173 balls faced, 10 dismissals, strike rate 105.78, batting average 18.30."
batting,Fazalhaq Farooqi,"IPL batting stats for Fazalhaq Farooqi: 5 total runs, 15 balls faced, 0 dismissals, strike rate 33.33, batting average Not available."
batting,G Coetzee,"IPL batting stats for G Coetzee: 31 total runs, 33 balls faced, 6 dismissals, strike rate 93.94, batting average 5.17."
batting,G Gambhir,"IPL batting stats for G Gambhir: 4217 total runs, 3404 balls faced, 136 dismissals, strike rate 123.88, batting average 31.01."
batting,GB Hogg,"IPL batting stats for GB Hogg: 22 total runs, 22 balls faced, 3 dismissals, strike rate 100.00, batting average 7.33."
batting,GC Smith,"IPL batting stats for GC Smith: 739 total runs, 668 balls faced, 26 dismissals, strike rate 110.63, batting average 28.42."
batting,GC Viljoen,"IPL batting stats for GC Viljoen: 3 total runs, 7 balls faced, 2 dismissals, strike rate 42.86, batting average 1.50."
batting,GD McGrath,"IPL batting stats for GD McGrath: 4 total runs, 5 balls faced, 1 dismissals, strike rate 80.00, batting average 4.00."
batting,GD Phillips,"IPL batting stats for GD Phillips: 132 total runs, 109 balls faced, 11 dismissals, strike rate 121.10, batting average 12.00."
batting,GF Linde,"IPL batting stats for GF Linde: 31 total runs, 21 balls faced, 3 dismissals, strike rate 147.62, batting average 10.33."
batting,GH Vihari,"IPL batting stats for GH Vihari: 284 total runs, 321 balls faced, 20 dismissals, strike rate 88.47, batting average 14.20."
batting,GHS Garton,"IPL batting stats for GHS Garton: 2 total runs, 4 balls faced, 1 dismissals, strike rate 50.00, batting average 2.00."
batting,GJ Bailey,"IPL batting stats for GJ Bailey: 663 total runs, 544 balls faced, 27 dismissals, strike rate 121.88, batting average 24.56."
batting,GJ Maxwell,"IPL batting stats for GJ Maxwell: 2819 total runs, 1817 balls faced, 118 dismissals, strike rate 155.15, batting average 23.89."
batting,GR Napier,"IPL batting stats for GR Napier: 15 total runs, 16 balls faced, 1 dismissals, strike rate 93.75, batting average 15.00."
batting,Gulbadin Naib,"IPL batting stats for Gulbadin Naib: 19 total runs, 15 balls faced, 1 dismissals, strike rate 126.67, batting average 19.00."
batting,Gurkeerat Singh,"IPL batting stats for Gurkeerat Singh: 511 total runs, 422 balls faced, 24 dismissals, strike rate 121.09, batting average 21.29."
batting,H Das,"IPL batting stats for H Das: 2 total runs, 5 balls faced, 1 dismissals, strike rate 40.00, batting average 2.00."
batting,H Klaasen,"IPL batting stats for H Klaasen: 2104 total runs, 1262 balls faced, 50 dismissals, strike rate 166.72, batting average 42.08."
batting,HC Brook,"IPL batting stats for HC Brook: 190 total runs, 154 balls faced, 9 dismissals, strike rate 123.38, batting average 21.11."
batting,HE van der Dussen,"IPL batting stats for HE van der Dussen: 22 total runs, 24 balls faced, 2 dismissals, strike rate 91.67, batting average 11.00."
batting,HF Gurney,"IPL batting stats for HF Gurney: 1 total runs, 5 balls faced, 0 dismissals, strike rate 20.00, batting average Not available."
batting,HH Gibbs,"IPL batting stats for HH Gibbs: 886 total runs, 807 balls faced, 32 dismissals, strike rate 109.79, batting average 27.69."
batting,HH Pandya,"IPL batting stats for HH Pandya: 2955 total runs, 2020 balls faced, 106 dismissals, strike rate 146.29, batting average 27.88."
batting,HM Amla,"IPL batting stats for HM Amla: 577 total runs, 407 balls faced, 13 dismissals, strike rate 141.77, batting average 44.38."
batting,HR Shokeen,"IPL batting stats for HR Shokeen: 66 total runs, 65 balls faced, 3 dismissals, strike rate 101.54, batting average 22.00."
batting,HV Patel,"IPL batting stats for HV Patel: 280 total runs, 238 balls faced, 32 dismissals, strike rate 117.65, batting average 8.75."
batting,Harbhajan Singh,"IPL batting stats for Harbhajan Singh: 833 total runs, 604 balls faced, 55 dismissals, strike rate 137.91, batting average 15.15."
batting,Harmeet Singh,"IPL batting stats for Harmeet Singh: 18 total runs, 12 balls faced, 4 dismissals, strike rate 150.00, batting average 4.50."
batting,Harpreet Brar,"IPL batting stats for Harpreet Brar: 249 total runs, 206 balls faced, 12 dismissals, strike rate 120.87, batting average 20.75."
batting,Harpreet Singh,"IPL batting stats for Harpreet Singh: 123 total runs, 119 balls faced, 7 dismissals, strike rate 103.36, batting average 17.57."
batting,Harsh Dubey,"IPL batting stats for Harsh Dubey: 13 total runs, 9 balls faced, 2 dismissals, strike rate 144.44, batting average 6.50."
batting,Harshit Rana,"IPL batting stats for Harshit Rana: 59 total runs, 56 balls faced, 6 dismissals, strike rate 105.36, batting average 9.83."
batting,Himmat Singh,"IPL batting stats for Himmat Singh: 92 total runs, 69 balls faced, 3 dismissals, strike rate 133.33, batting average 30.67."
batting,I Malhotra,"IPL batting stats for I Malhotra: 7 total runs, 4 balls faced, 0 dismissals, strike rate 175.00, batting average Not available."
batting,I Sharma,"IPL batting stats for I Sharma: 57 total runs, 69 balls faced, 6 dismissals, strike rate 82.61, batting average 9.50."
batting,I Udana,"IPL batting stats for I Udana: 15 total runs, 11 balls faced, 3 dismissals, strike rate 136.36, batting average 5.00."
batting,IC Pandey,"IPL batting stats for IC Pandey: 0 total runs, 2 balls faced, 1 dismissals, strike rate 0.00, batting average 0.00."
batting,IK Pathan,"IPL batting stats for IK Pathan: 1139 total runs, 946 balls faced, 53 dismissals, strike rate 120.40, batting average 21.49."
batting,IR Jaggi,"IPL batting stats for IR Jaggi: 76 total runs, 97 balls faced, 5 dismissals, strike rate 78.35, batting average 15.20."
batting,IS Sodhi,"IPL batting stats for IS Sodhi: 7 total runs, 17 balls faced, 2 dismissals, strike rate 41.18, batting average 3.50."
batting,Imran Tahir,"IPL batting stats for Imran Tahir: 33 total runs, 37 balls faced, 4 dismissals, strike rate 89.19, batting average 8.25."
batting,Iqbal Abdulla,"IPL batting stats for Iqbal Abdulla: 88 total runs, 84 balls faced, 2 dismissals, strike rate 104.76, batting average 44.00."
batting,Ishan Kishan,"IPL batting stats for Ishan Kishan: 3600 total runs, 2508 balls faced, 118 dismissals, strike rate 143.54, batting average 30.51."
batting,J Arunkumar,"IPL batting stats for J Arunkumar: 23 total runs, 23 balls faced, 3 dismissals, strike rate 100.00, batting average 7.67."
batting,J Botha,"IPL batting stats for J Botha: 409 total runs, 359 balls faced, 20 dismissals, strike rate 113.93, batting average 20.45."
batting,J Fraser-McGurk,"IPL batting stats for J Fraser-McGurk: 385 total runs, 193 balls faced, 15 dismissals, strike rate 199.48, batting average 25.67."
batting,J Overton,"IPL batting stats for J Overton: 151 total runs, 93 balls faced, 5 dismissals, strike rate 162.37, batting average 30.20."
batting,J Suchith,"IPL batting stats for J Suchith: 70 total runs, 61 balls faced, 4 dismissals, strike rate 114.75, batting average 17.50."
batting,J Syed Mohammad,"IPL batting stats for J Syed Mohammad: 29 total runs, 26 balls faced, 2 dismissals, strike rate 111.54, batting average 14.50."
batting,J Theron,"IPL batting stats for J Theron: 10 total runs, 12 balls faced, 2 dismissals, strike rate 83.33, batting average 5.00."
batting,J Yadav,"IPL batting stats for J Yadav: 40 total runs, 36 balls faced, 4 dismissals, strike rate 111.11, batting average 10.00."
batting,JA Morkel,"IPL batting stats for JA Morkel: 974 total runs, 686 balls faced, 40 dismissals, strike rate 141.98, batting average 24.35."
batting,JA Richardson,"IPL batting stats for JA Richardson: 17 total runs, 26 balls faced, 3 dismissals, strike rate 65.38, batting average 5.67."
batting,JC Archer,"IPL batting stats for JC Archer: 326 total runs, 225 balls faced, 25 dismissals, strike rate 144.89, batting average 13.04."
batting,JC Buttler,"IPL batting stats for JC Buttler: 4646 total runs, 3103 balls faced, 117 dismissals, strike rate 149.73, batting average 39.71."
batting,JD Ryder,"IPL batting stats for JD Ryder: 604 total runs, 458 balls faced, 28 dismissals, strike rate 131.88, batting average 21.57."
batting,JD Unadkat,"IPL batting stats for JD Unadkat: 201 total runs, 169 balls faced, 16 dismissals, strike rate 118.93, batting average 12.56."
batting,JDP Oram,"IPL batting stats for JDP Oram: 106 total runs, 108 balls faced, 8 dismissals, strike rate 98.15, batting average 13.25."
batting,JDS Neesham,"IPL batting stats for JDS Neesham: 92 total runs, 93 balls faced, 9 dismissals, strike rate 98.92, batting average 10.22."
batting,JE Root,"IPL batting stats for JE Root: 10 total runs, 15 balls faced, 1 dismissals, strike rate 66.67, batting average 10.00."
batting,JE Taylor,"IPL batting stats for JE Taylor: 3 total runs, 3 balls faced, 1 dismissals, strike rate 100.00, batting average 3.00."
batting,JEC Franklin,"IPL batting stats for JEC Franklin: 327 total runs, 301 balls faced, 11 dismissals, strike rate 108.64, batting average 29.73."
batting,JG Bethell,"IPL batting stats for JG Bethell: 163 total runs, 116 balls faced, 9 dismissals, strike rate 140.52, batting average 18.11."
batting,JH Kallis,"IPL batting stats for JH Kallis: 2427 total runs, 2222 balls faced, 85 dismissals, strike rate 109.23, batting average 28.55."
batting,JJ Bumrah,"IPL batting stats for JJ Bumrah: 75 total runs, 86 balls faced, 8 dismissals, strike rate 87.21, batting average 9.38."
batting,JJ Roy,"IPL batting stats for JJ Roy: 614 total runs, 443 balls faced, 19 dismissals, strike rate 138.60, batting average 32.32."
batting,JJ van der Wath,"IPL batting stats for JJ van der Wath: 18 total runs, 16 balls faced, 2 dismissals, strike rate 112.50, batting average 9.00."
batting,JL Denly,"IPL batting stats for JL Denly: 0 total runs, 1 balls faced, 1 dismissals, strike rate 0.00, batting average 0.00."
batting,JL Pattinson,"IPL batting stats for JL Pattinson: 15 total runs, 13 balls faced, 1 dismissals, strike rate 115.38, batting average 15.00."
batting,JM Bairstow,"IPL batting stats for JM Bairstow: 1674 total runs, 1146 balls faced, 48 dismissals, strike rate 146.07, batting average 34.88."
batting,JM Kemp,"IPL batting stats for JM Kemp: 26 total runs, 24 balls faced, 2 dismissals, strike rate 108.33, batting average 13.00."
batting,JM Sharma,"IPL batting stats for JM Sharma: 1107 total runs, 726 balls faced, 48 dismissals, strike rate 152.48, batting average 23.06."
batting,JO Holder,"IPL batting stats for JO Holder: 324 total runs, 263 balls faced, 26 dismissals, strike rate 123.19, batting average 12.46."
batting,JP Behrendorff,"IPL batting stats for JP Behrendorff: 6 total runs, 9 balls faced, 0 dismissals, strike rate 66.67, batting average Not available."
batting,JP Duminy,"IPL batting stats for JP Duminy: 2029 total runs, 1636 balls faced, 51 dismissals, strike rate 124.02, batting average 39.78."
batting,JP Faulkner,"IPL batting stats for JP Faulkner: 527 total runs, 389 balls faced, 25 dismissals, strike rate 135.48, batting average 21.08."
batting,JP Inglis,"IPL batting stats for JP Inglis: 544 total runs, 314 balls faced, 14 dismissals, strike rate 173.25, batting average 38.86."
batting,JPR Scantlebury-Searles,"IPL batting stats for JPR Scantlebury-Searles: 8 total runs, 6 balls faced, 1 dismissals, strike rate 133.33, batting average 8.00."
batting,JR Hazlewood,"IPL batting stats for JR Hazlewood: 19 total runs, 30 balls faced, 1 dismissals, strike rate 63.33, batting average 19.00."
batting,JR Hopes,"IPL batting stats for JR Hopes: 417 total runs, 306 balls faced, 16 dismissals, strike rate 136.27, batting average 26.06."
batting,JR Philippe,"IPL batting stats for JR Philippe: 78 total runs, 77 balls faced, 4 dismissals, strike rate 101.30, batting average 19.50."
batting,Jaskaran Singh,"IPL batting stats for Jaskaran Singh: 8 total runs, 11 balls faced, 1 dismissals, strike rate 72.73, batting average 8.00."
batting,Joginder Sharma,"IPL batting stats for Joginder Sharma: 36 total runs, 30 balls faced, 4 dismissals, strike rate 120.00, batting average 9.00."
batting,K Goel,"IPL batting stats for K Goel: 218 total runs, 231 balls faced, 15 dismissals, strike rate 94.37, batting average 14.53."
batting,K Gowtham,"IPL batting stats for K Gowtham: 247 total runs, 148 balls faced, 18 dismissals, strike rate 166.89, batting average 13.72."
batting,K Kartikeya,"IPL batting stats for K Kartikeya: 12 total runs, 17 balls faced, 4 dismissals, strike rate 70.59, batting average 3.00."
batting,K Rabada,"IPL batting stats for K Rabada: 262 total runs, 239 balls faced, 20 dismissals, strike rate 109.62, batting average 13.10."
batting,K Upadhyay,"IPL batting stats for K Upadhyay: 12 total runs, 9 balls faced, 0 dismissals, strike rate 133.33, batting average Not available."
batting,K Yadav,"IPL batting stats for K Yadav: 0 total runs, 4 balls faced, 0 dismissals, strike rate 0.00, batting average Not available."
batting,KA Jamieson,"IPL batting stats for KA Jamieson: 77 total runs, 73 balls faced, 5 dismissals, strike rate 105.48, batting average 15.40."
batting,KA Maharaj,"IPL batting stats for KA Maharaj: 1 total runs, 2 balls faced, 1 dismissals, strike rate 50.00, batting average 1.00."
batting,KA Pollard,"IPL batting stats for KA Pollard: 3412 total runs, 2316 balls faced, 119 dismissals, strike rate 147.32, batting average 28.67."
batting,KAJ Roach,"IPL batting stats for KAJ Roach: 10 total runs, 9 balls faced, 1 dismissals, strike rate 111.11, batting average 10.00."
batting,KB Arun Karthik,"IPL batting stats for KB Arun Karthik: 51 total runs, 51 balls faced, 5 dismissals, strike rate 100.00, batting average 10.20."
batting,KC Cariappa,"IPL batting stats for KC Cariappa: 24 total runs, 21 balls faced, 3 dismissals, strike rate 114.29, batting average 8.00."
batting,KC Sangakkara,"IPL batting stats for KC Sangakkara: 1687 total runs, 1392 balls faced, 65 dismissals, strike rate 121.19, batting average 25.95."
batting,KD Karthik,"IPL batting stats for KD Karthik: 4842 total runs, 3577 balls faced, 184 dismissals, strike rate 135.36, batting average 26.32."
batting,KH Pandya,"IPL batting stats for KH Pandya: 1982 total runs, 1481 balls faced, 87 dismissals, strike rate 133.83, batting average 22.78."
batting,KJ Abbott,"IPL batting stats for KJ Abbott: 13 total runs, 8 balls faced, 1 dismissals, strike rate 162.50, batting average 13.00."
batting,KK Ahmed,"IPL batting stats for KK Ahmed: 2 total runs, 9 balls faced, 5 dismissals, strike rate 22.22, batting average 0.40."
batting,KK Cooper,"IPL batting stats for KK Cooper: 116 total runs, 68 balls faced, 9 dismissals, strike rate 170.59, batting average 12.89."
batting,KK Nair,"IPL batting stats for KK Nair: 1712 total runs, 1304 balls faced, 73 dismissals, strike rate 131.29, batting average 23.45."
batting,KL Nagarkoti,"IPL batting stats for KL Nagarkoti: 22 total runs, 33 balls faced, 4 dismissals, strike rate 66.67, batting average 5.50."
batting,KL Rahul,"IPL batting stats for KL Rahul: 5815 total runs, 4179 balls faced, 126 dismissals, strike rate 139.15, batting average 46.15."
